S,S,S,S,G,G,R,R,R,R,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,O_5,O_5,O_5,O_5,O_5,O_5,O_5,O_5,G,G,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,O_5,O_5,O_5,O_5,O_5,O_5,O_5,O_5,G,G,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,O_5,O_5,O_5,O_5,O_5,O_5,O_5,O_5,G,G,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,O_5,O_5,O_5,O_5,O_5,O_5,O_5,O_5,G,G,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,O_6,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,G,G,S,S,S,S
S,S,S,S,G,G,R,R,D4,D4,R,R,D5,D5,R,R,D6,D6,R,R,W2,W2,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,G,G,S,S,S,S
